Order-ID,Buy\Sell,Order-Type,Symbol,Quantity,Price,Time,Status,Is-Stop-Loss,Linked-Order-ID
8725292517,S,MKT,BANKNIFTY13APR23C41100,50,238.25,2023-04-09 10:41:16.128084,ENTERED,False,None
1728084500,S,MKT,BANKNIFTY13APR23P40900,50,186.25,2023-04-09 10:41:16.128600,ENTERED,False,None
1138642216,B,SL-LMT,BANKNIFTY13APR23C41100,50,273.99,2023-04-09 10:41:16.130110,ENTERED,True,None
7304465354,B,SL-LMT,BANKNIFTY13APR23P40900,50,214.19,2023-04-09 10:41:16.130110,ENTERED,True,None
8725292517,S,MKT,BANKNIFTY13APR23C41100,50,238.25,2023-04-09 10:41:21.449767,CANCELLED,False,1138642216
1728084500,S,MKT,BANKNIFTY13APR23P40900,50,186.25,2023-04-09 10:41:21.450782,CANCELLED,False,7304465354
1138642216,B,SL-LMT,BANKNIFTY13APR23C41100,50,273.99,2023-04-09 10:41:21.450782,CANCELLED,True,8725292517
7304465354,B,SL-LMT,BANKNIFTY13APR23P40900,50,214.19,2023-04-09 10:41:21.452782,CANCELLED,True,1728084500
