Order-ID,Buy\Sell,Order-Type,Symbol,Quantity,Price,Time,Status,Is-Stop-Loss,Linked-Order-ID
1427830976,S,MKT,BANKNIFTY06APR23C40600,50,262.3,2023-03-31 10:25:26.871866,ENTERED,False,4357958984
8507077615,S,MKT,BANKNIFTY06APR23P40400,50,284.4,2023-03-31 10:25:26.872871,ENTERED,False,2095796260
4357958984,B,SL-LMT,BANKNIFTY06APR23C40600,50,301.64,2023-03-31 10:25:26.874867,ENTERED,True,1427830976
2095796260,B,SL-LMT,BANKNIFTY06APR23P40400,50,327.06,2023-03-31 10:25:26.874867,ENTERED,True,8507077615
